text,true_label_id,pred_label_id,true_emotion,pred_emotion
alhamdulillah got the product exp date,0,0,Happy,Happy
what i need to get and i get the right products highly recommended thanks to the seller,1,0,Love,Happy
box er vetro tie pin ta vanga chilo but coat pin ta অকষত chilo tie pinta vanga thakbe eta expect kori nai apnader kache etto valo review dekhe order dichilam first time apnader কছ থক কছ order diye emon মনভব সষট হব এট বঝত পর নই,2,2,Sadness,Sadness
plastic quality very pooreven broken within one day,4,2,Anger,Sadness
this was best deal ever tk per piece from unilever bd,1,1,Love,Love
good one my wife so happy when she got the delivery,0,0,Happy,Happy
product found in good conditionthnks daraz n seller for giving good productgiving late review for justifying its competency,0,0,Happy,Happy
genuine product fast delivery thanks to pikaboo,0,0,Happy,Happy
alhumdulillah valo vabhei asche but akhono installed kora hoy ni korar por review dibho insha allah authentic product kina,0,0,Happy,Happy
received in good condition thanks the quality is good,1,0,Love,Happy
seller k janai dhonnobad good product all customers any product right now bfor goods time in sell and timeing products thanks,0,0,Happy,Happy
absolutely good product in this price range product is good seller the shop is recommended,0,0,Happy,Happy
packaging vlo chilo na product nosto hoyar possibility chilo,3,2,Fear,Sadness
didnt expected it to meet my expectations this much loved it so much,1,0,Love,Happy
seller is really good im satisfied with the purchase,0,0,Happy,Happy
the product is authentic and good but not the best because the ui is not that good although the configuration is very charming you will fill slow experience for this ui,2,0,Sadness,Happy
authentic good quality productdont hesitate placing your orderhighly recommended,0,0,Happy,Happy
great watch in this price seller was too much friendly,1,1,Love,Love
its good,0,0,Happy,Happy
its size too short not expected,1,2,Love,Sadness
so nice thing,0,1,Happy,Love
amr product ti bhalo pore ni laser light ti noshto,2,0,Sadness,Happy
the quality of the product was wonderful added that seller communication was lovely but i am happy with the delivery system as it took almost couple of week,0,0,Happy,Happy
it is not water proof at all,4,2,Anger,Sadness
it has an elegant lookit will go both with party wear and formal alsothe delivery was perfect on day overall functioning is okay alsolets use the product for future experience,0,0,Happy,Happy
best package full value of money sound quality is unbelievably good at this price range built quality is premium more useful than any other expensive mini speakers,1,1,Love,Love
product is ok same product is delivered by daraz thanks daraz,0,0,Happy,Happy
very good product,0,1,Happy,Love
got the product as they committed thanks daraz,0,0,Happy,Happy
excellent my nephew loved it a lot brought back memories from my childhood too,0,1,Happy,Love
great,1,1,Love,Love
overall quality is good i mostly played fifa but it works with every game the vibrations are decent but i think it kinda gets hot overtime but not that much the plastic doesnt feel cheap it felt kinda small in my hands im over ft so that might not be the case for you you can go for logitech f if you have the budget this ones great for beginners,1,0,Love,Happy
bought at quality is goodsome are big though recommended,0,0,Happy,Happy
delivery fast quality satisfied sound in general norms,0,0,Happy,Happy
beautiful thanks,1,1,Love,Love
ha allright,0,1,Happy,Love
the product was delivered within the specific period even though its a pieces toffee packet i got pieces toffee which is unexpected special thanks to the selleri highly recommend everyone to taste the toffee,0,0,Happy,Happy
thank you so much ak dom new product,0,0,Happy,Happy
absolutely recommended im surprised to see it at this price point its just tk but it has flat philips torx hex and more types of heads for small screws box quality is unexpectedly good a bang for the buck i was worried about the bits and their sizes mixed up once pulled out from their corresponding places but to my surprise every bit has its head type and size engraved at this price i wouldnt expect the material to be strong or durable but i guess if used with care it can serve enough,0,0,Happy,Happy
my boy satisfied with the product,0,1,Happy,Love
good product kemei km,1,0,Love,Happy
its nice,0,0,Happy,Happy
valo chilo seller k thanx,0,1,Happy,Love
its really beautiful watch,1,1,Love,Love
great combination of tools to get started,0,1,Happy,Love
product was good,0,0,Happy,Happy
fresh and new item,0,0,Happy,Happy
very good product i got the right colors very satisfied in sha allah i will order more,1,1,Love,Love
best ball in this price range onk halka and onk chap nite pare,1,1,Love,Love
i am fully satisfied this product is osam first use a khub valo result smell tao khub valo original product first daraz theke order korlam in sha allah aro order dibo packaging khub valo,0,0,Happy,Happy
i m impressedvery fast delivery,0,0,Happy,Happy
useful product liked it,0,0,Happy,Happy
it came quickly look cool satisfied,0,0,Happy,Happy
the product is very beautiful the transportation speed is very fast the goods are carefully packaged the products are made of highquality materials and all accessories are carefully installed i like it very much,0,0,Happy,Happy
thanks,0,0,Happy,Happy
delivered the exact same product as shown in the picture,0,0,Happy,Happy
this watch realy nice many days later i give the review,1,1,Love,Love
mota moti vhalo legececz tester atota creamy chilo na ar length kom korse,0,2,Happy,Sadness
this is the only ecommerce site that you can trust without any doubt with great delivery and customer service about product its authentic with great value for money,1,0,Love,Happy
absolutely love it especially the cool shot button very handy while travelling,0,1,Happy,Love
absolutely fine product just like same as picture i really loved it thanks daraz seller,1,0,Love,Happy
quality seems okay,0,0,Happy,Happy
i trust this brand for consistent quality,0,0,Happy,Happy
very good phone and service,1,1,Love,Love
month usedmy rt sided headphone less sound than left side month warrenty available now what can do how replace policy,3,2,Fear,Sadness
thank you very somuch,0,1,Happy,Love
best products year por review dessi akon o thik moto cholsa,0,1,Happy,Love
the keyboard is genuine and good looking satisfied with the order,0,0,Happy,Happy
a cheap budget smartwatch but looks very good in the hand need strap and other accessories available here in pickaboo for this,0,0,Happy,Happy
decent quality and a good amount,0,0,Happy,Happy
as it has blades with nice decoration my family members liked it beside this air quality is perfect,0,0,Happy,Happy
thank you verry much apu onek vlo product diasen,1,1,Love,Love
the pendrive was pretty good speed averages mbpsbut onk fast gorom hoye jay,0,0,Happy,Happy
awesome but its taking days,0,1,Happy,Love
good quality product,0,0,Happy,Happy
very good quality,1,1,Love,Love
good item,0,0,Happy,Happy
the packing was good and received very well,0,0,Happy,Happy
quality wasnt that much good and its not a export quality shoe,2,2,Sadness,Sadness
fast deliverydelivery vaiya was nicethese pen are also goodim satisfied,1,0,Love,Happy
ive been looking for this kind of cleaning tools and im so happy to finally have it thank u,0,0,Happy,Happy
good water filter this is the rd filter purchased for our home good service of complete kitchen,0,0,Happy,Happy
onk late review dicchishampoo ta onk valo chilond thnx seller k packet mini detergent powder packet gift peyechilam shtheinshallah eta shesh hle abr nibouse kre valo legeche,0,0,Happy,Happy
genuine product got in days,1,1,Love,Love
good product,1,0,Love,Happy
well receive thanks sharfaraj,0,0,Happy,Happy
its good,0,0,Happy,Happy
great ups,1,1,Love,Love
i have got the product intact and packing was quite good i have bought it on daraz campaign so i have got it in offer price the tv is quite well according to the price range,0,0,Happy,Happy
same as pic very nice,1,1,Love,Love
product good got norton with life safe mask thanks,0,0,Happy,Happy
sob thik cilo good product,1,0,Love,Happy
just loved the product very good fragrance very good packaging as well,1,1,Love,Love
good productseller is best,0,1,Happy,Love
very nice in this price,1,1,Love,Love
ordered on at pm and received the product on at pm which is less than hours product is good thank you pickaboo for your super fast service then i contacted with samsung customer care for free installation they provide my desired service within working days,0,0,Happy,Happy
alhamdulillah fitting is good comfortable satisfied,0,0,Happy,Happy
rd time purchase,0,0,Happy,Happy
its a very good quality guitar string same to same as a picture tnx daraz,0,0,Happy,Happy
i am so happy to receive my order its takes lots of time to reach me but it was worth it i really this product they send me a lil gift i it recommend for all and ill buy from them again soon thank you rhs online,0,0,Happy,Happy
posh watch,1,1,Love,Love
thanks,0,0,Happy,Happy
this product is awesome jossssshighly recommended,0,1,Happy,Love
satisfied,1,1,Love,Love
best service,0,1,Happy,Love
the goods are received after checking i will add a review,0,0,Happy,Happy
good quality product except the battery charger,2,0,Sadness,Happy
good product quality o valosatisfied,1,0,Love,Happy
ive loved the quality of the watch and all the shiny features it brings out a different shine on me sep,0,0,Happy,Happy
price is high must be low,3,2,Fear,Sadness
not suitable very low quality,4,2,Anger,Sadness
product quality and packaging was very good but during order the price was during delivery but there were some almost equivalent gifts with another product,0,0,Happy,Happy
